jackknife_index,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10,Level_11,Level_12,Level_13,Level_14
0,0.0,0.10173955985881245,0.12608735306236474,0.15944120016441454,0.28029958817860856,0.33242377711271076,0.3752565035742301,0.5841135566327808,0.5954188378502908,0.598847299137644,0.6042318217293193,0.6342059772981007,0.6387878448985379,0.6342059772981007,0.6635382100566289
1,0.0,0.12738137559963314,0.16484771945595278,0.17614172406460993,0.3399656672064042,0.3328876571432926,0.39623378383955754,0.5994944596391191,0.600005891700003,0.6185948576083201,0.6198205361936504,0.6571742249312047,0.6544747091091664,0.6571742249312047,0.6696487739770451
2,0.0,0.1329280686320249,0.1509358243705845,0.18910993578259983,0.30379143927713104,0.3102599603956484,0.38244810779376026,0.5948914251314316,0.6045107618080037,0.6161270862254082,0.6232109386941518,0.6542868754910619,0.6591139753841037,0.6576535766601813,0.6709184003124575
3,0.0,0.1271555576900898,0.13813181996996327,0.19721677502587576,0.3134524339697473,0.3342381657560849,0.38775739750849003,0.5958730360002168,0.604197310134257,0.6111810873993153,0.6328062542748739,0.6512176464027178,0.642275845837073,0.6670360243275811,0.6810109578818324
