jackknife_index,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,Level_10,Level_11,Level_12,Level_13,Level_14
0,0.0,0.1186800312291103,0.13000133209674813,0.21178385277428302,0.3016108913414006,0.30841390459900975,0.3405818044718609,0.5766618833249437,0.5731266136695793,0.6197211773397568,0.6039254367772294,0.6092929739904129,0.6092929739904129,0.6145964494585202,0.6197211773397568
1,0.0,0.05312251382932254,0.11911873659972749,0.2037821894478744,0.3068227289960819,0.35349077037791,0.3459544067773137,0.5710633620784641,0.5823289191118909,0.6173622380678342,0.608180929790014,0.6153617459234582,0.6171744476064924,0.6152266508788533,0.6438076204296538
2,0.0,0.05780855026823506,0.10357015051058394,0.20333204657286563,0.32235010725198787,0.3191605964181463,0.35965638180576986,0.5707188189345758,0.572542780158328,0.6238729168653614,0.6102988168054992,0.607489196865345,0.6184354388237028,0.6102988168054992,0.6329110473348393
3,0.0,0.07435955687125717,0.08998431159012688,0.1842356317189664,0.3155318927768338,0.31418635022499264,0.3535666765266383,0.5723145561106644,0.5704824673272795,0.608358448479999,0.608358448479999,0.6066922859653996,0.6214008002985444,0.6204131610040318,0.629175599309925
